transaction_id,customer_id,product_id,category,price,quantity,timestamp
T00088,C83415,P44981,Apparel,637.86,8,2024-05-14 03:48:47+00:00
T00089,C37818,P45498,Electronics,22.44,8,2024-03-30 07:41:47+00:00
T00090,C86390,P85115,Toys,467.28,10,2024-12-14 23:45:00+00:00
T00091,C49471,P10720,Electronics,450.09,1,2024-09-29 22:59:05+00:00
T00092,C77887,P38539,Beauty,107.36,10,2024-11-18 01:44:46+00:00
T00093,C89355,P96753,Beauty,64.56,4,2024-03-04 05:05:25+00:00
T00094,C67961,P91012,Toys,998.4,9,2024-01-26 02:52:53+00:00
T00095,C99015,P19745,Books,205.52,6,2024-05-26 11:04:02+00:00
T00096,C78234,P95131,Electronics,79.25,4,2024-01-11 13:23:10+00:00
T00097,C93166,P92832,Home,479.09,8,2024-03-11 00:40:44+00:00
T00098,C97664,P51942,Books,442.59,8,2024-11-29 10:42:47+00:00
T00099,C63487,P57244,Home,245.53,3,2024-05-23 06:09:00+00:00
T00100,C32639,P43478,Home,453.96,5,2024-06-15 01:30:07+00:00
T00101,C20702,P47400,Books,892.75,3,2024-11-25 11:06:43+00:00
T00102,C28610,P83245,Beauty,392.68,10,2024-06-14 10:47:56+00:00
T00103,C75116,P10314,Home,9.47,9,2024-05-15 07:44:47+00:00
T00104,C54901,P58774,Sports,840.49,3,2024-06-26 01:49:20+00:00
T00105,C28670,P23727,Electronics,72.15,2,2024-01-06 10:27:33+00:00
T00106,C68940,P45310,Books,170.68,1,2024-04-28 09:39:45+00:00
T00107,C27534,P15810,Books,491.25,8,2024-05-29 18:21:12+00:00
T00108,C72415,P93418,Home,266.38,2,2024-07-21 14:16:11+00:00
T00109,C73272,P94237,Apparel,181.32,5,2024-06-24 17:43:24+00:00
T00110,C14022,P61019,Apparel,882.61,7,2024-10-06 01:12:09+00:00
T00111,C10706,P42782,Toys,46.0,1,2024-09-28 01:27:52+00:00
T00112,C20957,P78190,Beauty,31.86,4,2024-11-15 15:27:18+00:00
T00113,C34653,P15621,Apparel,614.41,3,2024-02-28 14:15:34+00:00
T00114,C59924,P53479,Sports,516.03,6,2024-06-06 06:30:13+00:00
T00115,C61875,P87603,Books,265.6,2,2024-06-29 13:37:48+00:00
T00116,C94974,P76552,Beauty,921.88,5,2024-06-18 14:19:37+00:00
T00117,C46777,P18461,Home,52.51,7,2024-12-11 23:58:50+00:00
T00118,C61251,P26402,Apparel,663.37,9,2024-09-04 02:28:10+00:00
T00119,C93041,P27744,Toys,412.22,1,2024-08-07 18:50:43+00:00
T00120,C20364,P89593,Books,795.61,10,2024-08-04 10:32:51+00:00
T00121,C88921,P47902,Sports,761.04,8,2024-04-19 19:08:25+00:00
T00122,C24073,P56055,Beauty,182.15,7,2024-04-01 14:09:40+00:00
T00123,C31162,P73681,Electronics,708.9,2,2024-12-21 23:19:06+00:00
T00124,C42101,P84111,Home,206.55,9,2024-08-08 08:01:21+00:00
T00125,C28304,P30887,Electronics,120.38,6,2024-04-08 09:51:52+00:00
T00126,C32375,P27535,Apparel,645.65,8,2024-04-10 04:14:37+00:00
T00127,C69061,P56412,Electronics,666.99,4,2024-05-07 09:45:41+00:00
T00128,C25155,P19448,Toys,259.44,7,2024-03-27 14:19:45+00:00
T00129,C55632,P54631,Sports,542.59,4,2024-07-10 22:03:56+00:00
T00130,C60569,P29302,Home,483.15,7,2024-06-04 09:23:31+00:00
T00131,C34257,P55669,Electronics,428.64,2,2024-04-17 18:04:32+00:00
T00132,C59059,P48597,Books,573.74,8,2024-04-28 19:23:32+00:00
T00133,C64937,P99562,Apparel,816.82,4,2024-03-11 22:24:39+00:00
T00134,C89750,P32606,Sports,766.01,2,2024-09-15 09:41:10+00:00
T00135,C75584,P45587,Toys,264.57,1,2024-01-03 06:51:08+00:00
T00136,C80038,P11101,Home,940.72,3,2024-04-02 22:43:14+00:00
T00137,C99528,P68934,Sports,470.82,8,2024-05-11 07:48:34+00:00
T00138,C27263,P11171,Books,16.77,10,2024-12-16 22:59:05+00:00
T00139,C26524,P97970,Books,807.17,3,2024-12-09 03:24:32+00:00
T00140,C75463,P34352,Books,682.62,5,2024-12-15 04:10:07+00:00
T00141,C13973,P62903,Books,406.46,10,2024-02-16 00:42:31+00:00
T00142,C40626,P61066,Beauty,302.78,7,2024-11-12 13:11:18+00:00
T00143,C33718,P34533,Sports,149.89,5,2024-02-12 16:54:07+00:00
T00144,C98045,P88412,Beauty,313.31,8,2024-02-18 03:15:08+00:00
T00145,C43945,P33199,Electronics,290.77,8,2024-11-24 03:35:24+00:00
T00146,C10725,P74850,Beauty,379.22,8,2024-02-06 15:04:17+00:00
T00147,C17521,P17906,Home,264.34,2,2024-05-13 05:21:59+00:00
T00148,C65779,P91814,Beauty,903.18,3,2024-03-30 05:54:39+00:00
T00149,C66143,P94330,Sports,278.25,5,2024-04-12 20:23:10+00:00
T00150,C93250,P47123,Beauty,351.9,1,2024-06-22 08:43:45+00:00
T00151,C62113,P35803,Sports,444.02,4,2024-09-04 17:42:42+00:00
T00152,C91707,P27081,Books,387.18,3,2024-08-25 21:08:03+00:00
T00153,C67581,P65096,Sports,212.32,2,2024-11-06 10:35:25+00:00
T00154,C21627,P67558,Books,672.32,3,2024-01-09 14:39:55+00:00
T00155,C22417,P77472,Sports,18.11,1,2024-04-19 17:17:46+00:00
T00156,C91921,P53476,Toys,899.89,6,2024-12-19 01:10:32+00:00
T00157,C21374,P14303,Toys,223.25,7,2024-06-07 00:04:56+00:00
T00158,C20879,P28845,Sports,114.16,1,2024-05-28 03:26:17+00:00
T00159,C22979,P53456,Beauty,786.27,10,2024-09-30 22:32:49+00:00
T00160,C51589,P65956,Books,501.45,6,2024-04-30 04:31:18+00:00
T00161,C89494,P71300,Sports,68.04,2,2024-03-01 14:20:37+00:00
T00162,C74024,P22967,Toys,805.73,6,2024-11-28 05:40:17+00:00
T00163,C71055,P65648,Toys,219.29,3,2024-11-26 13:19:51+00:00
T00164,C10118,P18791,Beauty,410.28,10,2024-03-09 20:25:40+00:00
T00165,C57907,P24169,Apparel,679.34,9,2024-05-10 22:58:22+00:00
T00166,C14626,P91331,Home,506.79,10,2024-12-13 20:24:23+00:00
T00167,C13501,P13911,Books,73.89,10,2024-07-30 00:41:42+00:00
T00168,C72791,P95053,Home,967.59,9,2024-08-12 11:08:15+00:00
T00169,C40896,P93018,Books,304.23,1,2024-10-12 03:36:20+00:00
T00170,C96946,P50110,Books,823.83,2,2024-11-23 15:59:09+00:00
T00171,C95393,P34857,Home,712.76,9,2024-03-15 15:10:19+00:00
T00172,C89612,P20571,Toys,562.7,6,2024-05-08 20:42:34+00:00
T00173,C77363,P16389,Home,901.35,9,2024-10-17 02:34:38+00:00
T00174,C62689,P30209,Apparel,476.05,5,2024-06-12 04:35:35+00:00
T00175,C34162,P73010,Books,830.16,4,2024-07-11 23:24:42+00:00
T00176,C15326,P49121,Sports,291.46,6,2024-12-16 17:45:37+00:00
T00177,C53684,P64490,Electronics,888.45,2,2024-04-05 12:54:30+00:00
T00178,C26481,P40882,Toys,447.61,7,2024-02-20 23:37:29+00:00
T00179,C58796,P41345,Books,544.02,3,2024-03-19 11:56:43+00:00
T00180,C51209,P72230,Books,36.7,3,2024-01-29 05:00:24+00:00
T00181,C89111,P56204,Books,109.92,1,2024-02-28 18:30:37+00:00
T00182,C58172,P59495,Sports,441.25,4,2024-06-25 07:57:59+00:00
T00183,C56571,P61797,Home,793.45,6,2024-09-06 13:28:51+00:00
T00184,C18535,P37858,Beauty,684.44,3,2024-10-17 06:01:37+00:00
T00185,C93966,P66516,Apparel,640.53,5,2024-05-14 14:54:54+00:00
T00186,C45179,P49780,Electronics,967.29,3,2024-05-24 12:17:08+00:00
T00187,C49808,P84992,Beauty,832.65,9,2024-06-01 09:35:36+00:00
T00188,C88825,P96425,Electronics,572.08,5,2024-05-23 14:05:33+00:00
T00189,C35057,P91872,Sports,503.23,10,2024-12-04 22:33:07+00:00
T00190,C65433,P55770,Home,198.64,5,2024-01-04 15:05:32+00:00
T00191,C38532,P54329,Home,205.13,5,2024-08-03 08:12:35+00:00
T00192,C25618,P86686,Beauty,188.7,8,2024-01-06 21:20:22+00:00
T00193,C21509,P11685,Beauty,139.37,2,2024-01-30 04:07:11+00:00
T00194,C99259,P49821,Electronics,351.41,1,2024-11-12 05:29:08+00:00
T00195,C61400,P88624,Sports,502.96,2,2024-09-12 09:12:25+00:00
T00196,C81837,P70854,Books,719.51,1,2024-07-15 02:18:31+00:00
T00197,C36744,P20375,Toys,848.87,6,2024-06-17 00:48:37+00:00
T00198,C44292,P20985,Toys,33.75,3,2024-09-04 13:22:05+00:00
T00199,C89281,P15011,Home,47.66,1,2024-04-02 00:09:16+00:00
T00200,C62649,P49964,Apparel,938.6,3,2024-01-10 15:11:50+00:00
T00201,C26532,P87146,Home,351.27,10,2024-09-19 17:34:15+00:00
T00202,C17860,P60895,Books,459.55,9,2024-04-05 22:07:21+00:00
T00203,C62687,P38063,Home,874.19,5,2024-06-04 05:39:59+00:00
T00204,C24562,P49171,Apparel,152.32,7,2024-06-27 11:43:03+00:00
T00205,C19655,P98011,Sports,553.81,2,2024-03-13 19:21:57+00:00
T00206,C20176,P36939,Sports,83.37,8,2024-07-07 13:20:28+00:00
T00207,C61481,P27473,Toys,713.22,4,2024-08-16 22:00:41+00:00
T00208,C87624,P59034,Toys,952.51,7,2024-09-28 18:39:02+00:00
T00209,C97422,P11343,Toys,493.74,10,2024-03-20 20:25:50+00:00
T00210,C21583,P98667,Apparel,392.22,2,2024-09-05 04:42:40+00:00
T00211,C59358,P22292,Sports,232.93,2,2024-10-24 02:12:04+00:00
T00212,C40994,P57895,Home,775.44,8,2024-06-30 03:05:46+00:00
T00213,C45329,P98648,Electronics,750.77,8,2024-02-01 10:50:09+00:00
T00214,C28118,P66005,Apparel,363.91,9,2024-10-05 00:22:39+00:00
T00215,C15476,P11479,Home,832.65,2,2024-11-27 19:17:31+00:00
T00216,C69242,P16364,Sports,524.15,10,2024-08-15 21:20:10+00:00
T00217,C35804,P32754,Apparel,820.05,9,2024-11-06 01:16:10+00:00
T00218,C10745,P53858,Books,31.44,10,2024-06-11 00:36:01+00:00
T00219,C99622,P45070,Electronics,758.34,6,2024-06-10 12:45:10+00:00
T00220,C10515,P61933,Toys,134.37,7,2024-01-07 03:13:21+00:00
T00221,C67696,P46882,Electronics,783.09,2,2024-02-08 09:01:58+00:00
T00222,C24635,P79113,Sports,391.82,1,2024-03-16 06:00:45+00:00
T00223,C91334,P52409,Electronics,92.99,6,2024-03-15 03:14:53+00:00
T00224,C76434,P44080,Beauty,265.85,1,2024-03-26 23:46:13+00:00
T00225,C59629,P11458,Sports,939.65,5,2024-08-12 04:29:30+00:00
T00226,C64616,P73557,Books,184.54,1,2024-03-29 22:21:04+00:00
T00227,C68284,P42616,Apparel,400.99,6,2024-12-06 11:45:36+00:00
T00228,C99031,P73454,Beauty,195.12,10,2024-05-26 12:08:32+00:00
T00229,C37696,P89885,Beauty,869.23,3,2024-06-12 11:34:22+00:00
T00230,C26516,P96676,Books,773.39,9,2024-03-22 00:43:17+00:00
T00231,C12624,P28282,Electronics,112.51,9,2024-03-12 09:39:11+00:00
T00232,C98026,P52625,Books,326.97,2,2024-09-15 01:22:12+00:00
T00233,C32623,P87674,Sports,713.96,7,2024-08-01 05:08:03+00:00
T00234,C80807,P94849,Sports,815.05,2,2024-06-22 19:22:42+00:00
T00235,C65730,P23754,Apparel,361.78,6,2024-07-10 08:44:21+00:00
T00236,C65557,P37578,Books,186.42,3,2024-02-07 16:53:11+00:00
T00237,C38830,P75602,Home,924.09,3,2024-09-13 05:30:27+00:00
T00238,C77385,P78198,Books,449.19,8,2024-06-10 22:40:10+00:00
T00239,C61323,P44205,Toys,874.52,1,2024-08-11 20:04:25+00:00
T00240,C79165,P57410,Toys,208.75,10,2024-08-24 11:40:17+00:00
T00241,C45873,P73016,Beauty,786.84,8,2024-01-30 05:38:36+00:00
T00242,C56451,P38705,Electronics,595.29,4,2024-11-19 00:23:01+00:00
T00243,C80068,P95485,Apparel,983.05,1,2024-08-17 16:22:45+00:00
T00244,C25795,P88615,Sports,270.24,1,2024-04-23 23:12:08+00:00
T00245,C10876,P42046,Books,571.75,8,2024-06-14 13:40:30+00:00
T00246,C36922,P12638,Electronics,986.79,3,2024-01-14 23:39:42+00:00
T00247,C27260,P26589,Toys,564.34,2,2024-08-06 21:25:29+00:00
T00248,C98980,P82841,Beauty,674.16,1,2024-10-21 06:05:09+00:00
T00249,C74834,P54660,Beauty,651.59,6,2024-12-09 13:16:29+00:00
T00250,C84653,P51628,Electronics,986.71,7,2024-04-18 11:16:26+00:00
T00251,C55068,P96668,Books,843.66,4,2024-10-15 04:52:09+00:00
T00252,C18752,P46826,Sports,514.28,3,2024-12-19 10:04:44+00:00
T00253,C32436,P37416,Sports,881.72,10,2024-01-29 09:16:58+00:00
T00254,C78708,P91077,Beauty,228.84,7,2024-05-04 23:41:31+00:00
T00255,C42787,P14572,Books,342.56,9,2024-09-29 22:58:11+00:00
T00256,C39889,P80813,Beauty,633.68,3,2024-11-28 14:13:21+00:00
T00257,C20585,P90666,Beauty,831.03,4,2024-10-21 10:23:16+00:00
T00258,C12192,P21103,Books,316.79,1,2024-10-21 06:08:22+00:00
T00259,C47521,P96974,Sports,529.01,10,2024-02-13 00:36:37+00:00
T00260,C54640,P37273,Books,819.27,1,2024-12-05 06:23:07+00:00
T00261,C95165,P58915,Apparel,102.04,10,2024-02-08 13:37:20+00:00
T00262,C66906,P39190,Home,950.93,3,2024-09-18 14:27:48+00:00
T00263,C57549,P43133,Apparel,322.72,7,2024-06-24 14:58:47+00:00
T00264,C84961,P59424,Books,791.68,6,2024-08-12 17:53:50+00:00
T00265,C51961,P85449,Toys,978.31,2,2024-08-12 03:59:40+00:00
T00266,C32691,P12987,Sports,326.29,9,2024-04-09 05:46:28+00:00
T00267,C22134,P47274,Books,873.35,3,2024-06-30 09:45:47+00:00
T00268,C88415,P45647,Home,148.35,6,2024-08-28 17:15:08+00:00
T00269,C17864,P75019,Books,356.42,8,2024-10-26 00:24:54+00:00
T00270,C20405,P24116,Toys,219.81,9,2024-05-16 01:40:27+00:00
T00271,C69215,P45721,Apparel,5.7,8,2024-03-04 04:34:47+00:00
T00272,C24398,P58313,Home,159.96,5,2024-07-21 11:05:23+00:00
T00273,C69891,P56367,Home,55.6,2,2024-10-08 19:34:30+00:00
T00274,C27951,P74940,Toys,180.01,9,2024-05-21 03:30:57+00:00
T00275,C67666,P13003,Sports,984.75,9,2024-12-10 18:35:15+00:00
T00276,C32153,P90318,Beauty,486.07,1,2024-02-26 04:53:22+00:00
T00277,C57853,P60058,Books,338.33,7,2024-02-13 18:38:51+00:00
T00278,C79158,P56490,Apparel,478.56,6,2024-05-17 01:33:44+00:00
T00279,C47395,P96287,Apparel,275.19,5,2024-03-01 21:24:21+00:00
T00280,C18916,P77978,Beauty,386.08,10,2024-06-14 11:27:18+00:00
T00281,C47585,P97109,Books,23.29,1,2024-02-19 13:15:07+00:00
T00282,C93506,P52283,Home,897.23,2,2024-03-27 19:44:36+00:00
T00283,C77810,P89108,Books,401.27,3,2024-12-20 12:03:23+00:00
T00284,C56606,P89520,Home,199.92,3,2024-01-21 23:00:47+00:00
T00285,C50210,P16430,Home,622.06,4,2024-06-14 10:55:33+00:00
T00286,C67807,P87293,Beauty,8.87,8,2024-05-16 10:00:47+00:00
T00287,C30416,P84524,Toys,130.71,8,2024-07-18 08:09:19+00:00
T00288,C92558,P69591,Apparel,467.63,3,2024-01-09 18:38:56+00:00
T00289,C57341,P93288,Toys,937.92,1,2024-10-21 23:09:49+00:00
T00290,C53742,P91580,Home,276.1,3,2024-10-13 06:15:54+00:00
T00291,C11164,P45569,Toys,656.26,5,2024-04-03 10:43:43+00:00
T00292,C72544,P81988,Electronics,190.03,8,2024-01-27 23:20:27+00:00
T00293,C98334,P59204,Toys,26.52,1,2024-07-16 10:22:23+00:00
T00294,C55225,P38958,Apparel,934.7,10,2024-03-07 19:50:20+00:00
T00295,C31910,P81163,Electronics,734.36,6,2024-07-25 14:22:03+00:00
T00296,C26496,P47443,Electronics,789.82,3,2024-11-22 06:08:13+00:00
T00297,C85413,P93266,Apparel,298.29,6,2024-11-19 21:01:05+00:00
T00298,C65159,P71900,Books,774.32,1,2024-03-01 15:50:11+00:00
T00299,C60921,P94538,Sports,208.36,9,2024-05-03 20:18:00+00:00
T00300,C42531,P50952,Home,266.1,8,2024-12-20 15:30:58+00:00
T00301,C75803,P72903,Sports,714.79,5,2024-12-26 04:26:22+00:00
T00302,C98375,P84793,Books,317.94,6,2024-07-16 06:10:11+00:00
T00303,C47595,P20289,Electronics,198.67,10,2024-10-12 10:19:28+00:00
T00304,C26529,P96684,Apparel,594.1,9,2024-11-13 15:42:17+00:00
T00305,C27749,P25565,Books,323.14,1,2024-05-15 04:13:36+00:00
T00306,C43263,P78150,Sports,778.28,4,2024-05-15 08:12:21+00:00
T00307,C49565,P19194,Electronics,428.54,3,2024-04-13 02:29:24+00:00
T00308,C18857,P74166,Sports,453.9,10,2024-12-17 09:44:09+00:00
T00309,C95256,P87673,Apparel,825.88,6,2024-05-23 00:58:26+00:00
T00310,C69189,P86554,Electronics,509.42,8,2024-03-05 22:14:01+00:00
T00311,C28685,P22011,Books,459.29,5,2024-07-02 10:03:38+00:00
T00312,C70970,P56150,Apparel,184.47,10,2024-09-30 15:46:09+00:00
T00313,C26467,P81441,Beauty,203.68,6,2024-09-09 06:40:36+00:00
T00314,C31406,P97389,Home,808.98,9,2024-04-21 20:15:11+00:00
T00315,C67198,P96193,Toys,754.98,3,2024-09-10 22:48:20+00:00
T00316,C21845,P39795,Beauty,990.16,9,2024-09-01 17:11:10+00:00
T00317,C14472,P60840,Toys,719.97,5,2024-05-27 11:34:32+00:00
T00318,C36168,P58518,Home,771.51,2,2024-05-22 10:43:10+00:00
T00319,C40760,P95707,Home,449.61,1,2024-01-05 04:51:28+00:00
T00320,C43309,P22472,Home,377.11,1,2024-03-08 03:40:04+00:00
T00321,C93958,P46058,Toys,433.55,10,2024-05-25 00:05:23+00:00
T00322,C90468,P51795,Beauty,45.95,9,2024-02-24 16:09:46+00:00
T00323,C55344,P43883,Beauty,423.69,4,2024-01-05 00:46:16+00:00
T00324,C62996,P70250,Beauty,606.58,8,2024-12-01 20:27:02+00:00
T00325,C17151,P17145,Home,395.46,10,2024-02-23 07:12:53+00:00
T00326,C14684,P23137,Apparel,903.75,9,2024-02-18 21:52:51+00:00
T00327,C53098,P73327,Home,438.55,9,2024-01-23 06:06:02+00:00
T00328,C85580,P66640,Home,587.15,2,2024-10-25 05:08:20+00:00
T00329,C65167,P70580,Apparel,841.65,10,2024-02-14 12:17:11+00:00
T00330,C76616,P47188,Sports,396.58,9,2024-08-26 22:54:13+00:00
T00331,C52726,P20755,Books,934.58,3,2024-03-20 17:07:11+00:00
T00332,C73187,P66592,Electronics,567.12,3,2024-02-26 00:35:22+00:00
T00333,C39674,P98178,Books,868.54,7,2024-02-07 05:03:31+00:00
T00334,C12006,P57810,Apparel,39.3,6,2024-01-17 22:03:52+00:00
T00335,C27833,P45782,Apparel,458.53,4,2024-05-25 13:06:19+00:00
T00336,C46802,P67288,Sports,662.79,6,2024-01-29 02:28:24+00:00
T00337,C45513,P35082,Home,176.8,3,2024-05-25 07:17:46+00:00
T00338,C64433,P43427,Electronics,312.45,7,2024-12-26 05:30:50+00:00
T00339,C63989,P79151,Beauty,803.89,3,2024-12-11 01:43:31+00:00
T00340,C99721,P81557,Beauty,52.82,2,2024-09-01 22:50:56+00:00
T00341,C23987,P71005,Books,506.3,5,2024-04-30 12:25:57+00:00
T00342,C96185,P16014,Home,305.37,4,2024-07-06 06:01:04+00:00
T00343,C83927,P25480,Apparel,438.98,9,2024-07-10 05:15:09+00:00
T00344,C24170,P76601,Toys,579.16,8,2024-08-10 12:18:35+00:00
T00345,C88220,P79546,Sports,518.46,1,2024-02-19 02:48:35+00:00
T00346,C93539,P99561,Books,792.25,7,2024-01-13 07:39:48+00:00
T00347,C64091,P67483,Home,609.56,2,2024-11-24 05:43:31+00:00
T00348,C94824,P68579,Home,433.49,10,2024-03-17 02:47:11+00:00
T00349,C76550,P33840,Electronics,666.0,5,2024-03-25 05:25:40+00:00
T00350,C90925,P37633,Books,509.41,8,2024-05-19 13:19:22+00:00
T00351,C30701,P56119,Electronics,636.71,1,2024-06-12 03:27:52+00:00
T00352,C21779,P26064,Books,848.68,1,2024-12-01 19:14:45+00:00
T00353,C44397,P69759,Beauty,145.75,1,2024-12-22 20:17:31+00:00
T00354,C43509,P92942,Toys,750.61,6,2024-07-11 23:34:37+00:00
T00355,C54491,P79104,Toys,663.42,7,2024-11-09 11:52:08+00:00
T00356,C41145,P45593,Toys,264.56,8,2024-07-09 08:28:40+00:00
